,Symbol,Side,Cxl,Quantity,Price,Bid,Ask,TDats,Dats,DatsTradeID,TradeTime,TradeSS,TradeCommType,SourceCommison,Account,OrderID,GTL,TrailerInfo,TrailerSymbol,Clr,TrailerID,Unkown
29,CERS,SS,NEW,200,2.36,2.36,2.37,1406,1917061,49900004,10:33,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,7,10998,854300
30,CERS,SS,NEW,200,2.36,2.36,2.37,1406,1917061,49900004,10:33,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,7,11008,854300
31,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:33,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,7,11010,854300
32,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:33,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,32,16697,854300
33,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:36,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,7,49583,854300
34,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:37,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,35,64327,854300
35,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:41,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,37,109761,854300
36,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:43,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,7,129108,854300
37,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:45,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,0,150153,854300
38,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:45,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,0,150161,854300
39,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:45,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,37,157527,854300
40,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:46,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,20,166779,854300
41,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:47,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,9,179141,854300
42,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:47,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,9,179188,854300
43,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:49,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,54,210527,854300
44,CERS,SS,NEW,100,2.365,2.36,2.37,1406,1917061,49900004,10:50,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,45,218921,854300
45,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:51,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,2,221916,854300
46,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:53,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,50,244663,854300
47,CERS,SS,NEW,300,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,38,259293,854300
48,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,38,259305,854300
49,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,38,259310,854300
50,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,38,259314,854300
51,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,38,259318,854300
52,CERS,SS,NEW,100,2.365,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,38,259334,854300
53,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,45,261525,854300
54,CERS,SS,NEW,300,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,56,264219,854300
55,CERS,SS,NEW,300,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,56,264232,854300
56,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,56,264238,854300
57,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,56,264241,854300
58,CERS,SS,NEW,100,2.36,2.36,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,56,264245,854300
59,CERS,SS,NEW,200,2.35,2.35,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,56,264248,854300
60,CERS,SS,NEW,100,2.35,2.35,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,56,264269,854300
61,CERS,SS,NEW,200,2.35,2.35,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,56,264273,854300
62,CERS,SS,NEW,100,2.35,2.35,2.37,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,56,264275,854300
63,CERS,SS,NEW,12,2.35,2.35,2.36,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,57,264364,854300
64,CERS,SS,NEW,199,2.35,2.35,2.36,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,57,264376,854300
65,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,57,264378,854300
66,CERS,SS,NEW,200,2.35,2.35,2.36,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,57,264382,854300
67,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:55,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,59,265085,854300
68,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271744,854300
69,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271752,854300
70,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271764,854300
71,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271770,854300
72,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271775,854300
73,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271779,854300
74,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271792,854300
75,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271805,854300
76,CERS,SS,NEW,200,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271811,854300
77,CERS,SS,NEW,212,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271815,854300
78,CERS,SS,NEW,792,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271819,854300
79,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271824,854300
80,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271843,854300
81,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,34,271845,854300
82,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,35,271857,854300
83,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,36,272010,854300
84,CERS,SS,NEW,100,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,36,272021,854300
85,CERS,SS,NEW,202,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,36,272023,854300
86,CERS,SS,NEW,982,2.35,2.36,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,36,272027,854300
87,CERS,SS,NEW,742,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,36,272189,854300
88,CERS,SS,NEW,262,2.35,2.35,2.36,1406,1917061,49900004,10:56,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,36,272197,854300
89,CERS,SS,NEW,100,2.35,2.35,2.35,1406,1917061,49900004,11:15,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,36,448173,854300
90,CERS,SS,NEW,100,2.35,2.35,2.35,1406,1917061,49900004,11:18,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,20,469512,854300
91,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,19,478768,473640
92,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,23,479419,473640
93,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,23,479448,473640
94,S,SS,NEW,700,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,23,479451,473640
95,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,23,479455,473640
96,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,25,479635,473640
97,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,28,480073,473640
98,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,28,480085,473640
99,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,28,480094,473640
100,S,SS,NEW,40,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,28,480100,473640
101,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,28,480108,473640
102,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,28,480115,473640
103,S,SS,NEW,300,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,28,480121,473640
104,S,SS,NEW,200,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,28,480159,473640
105,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,29,480297,473640
106,S,SS,NEW,300,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,29,480306,473640
107,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,29,480315,473640
108,S,SS,NEW,200,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,29,480324,473640
109,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,29,480327,473640
110,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,29,480331,473640
111,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,29,480336,473640
112,S,SS,NEW,200,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,29,480365,473640
113,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,29,480367,473640
114,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,30,480413,473640
115,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,31,480550,473640
116,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,34,481117,473640
117,S,SS,NEW,300,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,34,481126,473640
118,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,34,481137,473640
119,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,34,481144,473640
120,S,SS,NEW,200,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,34,481150,473640
121,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,34,481154,473640
122,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,34,481159,473640
123,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,34,481175,473640
124,S,SS,NEW,200,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,34,481177,473640
125,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,35,481337,473640
126,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,39,481907,473640
127,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,39,481915,473640
128,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,46,482621,473640
129,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,46,482634,473640
130,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,46,482642,473640
131,S,SS,NEW,100,8.21,8.21,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,46,482645,473640
132,S,SS,NEW,200,8.2,8.2,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,46,482650,473640
133,S,SS,NEW,500,8.2,8.2,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,46,482658,473640
134,S,SS,NEW,100,8.2,8.2,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,46,482669,473640
135,S,SS,NEW,100,8.2,8.2,8.22,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,46,482683,473640
136,S,SS,NEW,100,8.2,8.2,8.21,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,47,482833,473640
137,S,SS,NEW,100,8.2,8.2,8.21,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,47,482842,473640
138,S,SS,NEW,100,8.2,8.2,8.21,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,49,483102,473640
139,S,SS,NEW,100,8.2,8.2,8.21,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,51,483529,473640
140,S,SS,NEW,200,8.2,8.2,8.21,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,54,483934,473640
141,S,SS,NEW,100,8.2,8.2,8.21,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,54,483946,473640
142,S,SS,NEW,100,8.2,8.2,8.21,1406,1917061,49900004,11:19,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,54,483954,473640
143,S,SS,NEW,100,8.2,8.2,8.21,1406,1917061,49900004,11:20,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,11,485645,473640
144,S,SS,NEW,100,8.2,8.2,8.21,1406,1917061,49900004,11:20,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,18,487229,473640
145,S,SS,NEW,100,8.2,8.2,8.21,1406,1917061,49900004,11:21,ContraSSFREX,704,PerUnit,TERM,0.03,EEFFGG,1706149900004,MSCO,32,496682,473640
146,CERS,SS,NEW,100,2.35,2.35,2.35,1406,1917061,49900004,11:22,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,24,502205,854300
147,CERS,SS,NEW,100,2.35,2.35,2.35,1406,1917061,49900004,11:22,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,24,502214,854300
148,CERS,SS,NEW,100,2.35,2.35,2.35,1406,1917061,49900004,11:22,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,24,502220,854300
149,CERS,SS,NEW,100,2.35,2.35,2.35,1406,1917061,49900004,11:22,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,24,502234,854300
150,CERS,SS,NEW,200,2.35,2.35,2.35,1406,1917061,49900004,11:22,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,24,502241,854300
151,CERS,SS,NEW,100,2.35,2.35,2.35,1406,1917061,49900004,11:22,ContraSSFREX,704,PerUnit,TERM,0.01,AABBC,1706149900003,CERS,24,502253,854300
